POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M010024,Manhattan,1,1,7,HANOVER SQUARE,10004,"7 HANOVER SQUARE, New York, NY 10004",30,19,,South side of Hanover Square between Water and Pearl Streets,1983,Completed,Arcade; Through Block Arcade,,Emery Roth & Sons,Emery Roth & Sons,Arcade 5349.06 sf; Through Block Arcade 7467.13 sf,Arcade: 24 Hours; Through Block Arcade: 24 Hours,Arcade: None; Through Block Arcade: Lighting (Through Block Arcade); Through Block Arcade: Planting (Through Block Arcade); Through Block Arcade: Plaque/Sign (Through Block Arcade); Through Block Arcade: Retail Frontage (Through Block Arcade),,,Full/Partial,40.704059,-74.009655,981573,195784
M010025,Manhattan,1,1,55,WATER STREET,10041,"55 WATER STREET, New York, NY 10041",32,7501,,"Full block bounded by South Street, Water Street, Vietnam Veterans Plaza, and Old Slip",1970,Completed,Arcade; Elevated Plaza; Plaza,Uris 55 Water St. Corp.,Emery Roth & Sons,"M. Paul Friedberg & Partners; Rogers Marvel Architects, PLLC and Ken Smith (for alteration in 2004)",Arcade 10254.00 sf; Elevated Plaza 41485.00 sf; Plaza 33307.00 sf,"Arcade: 24 Hours; Elevated Plaza: Closing for Events (Elevated Plaza: may be closed to the public six times per calendar year for local community and not-for-profit organization events and an additional six times per year for private use, with two days advance notice at entry points to the Elevated Plaza); Elevated Plaza: Restricted Hours (Elevated Plaza: 7:00 am to 10:00 pm for the period of May 1 to September 30 and from 8:00 am to 8:00 pm for the period of October 1st to April 30th); Plaza: 24 Hours","Arcade: None; Elevated Plaza: Escalator (Elevated Plaza, Plaza: pair of escalators connecting Plaza to Elevated Plaza operating daily from 7:00 am to 10:00 pm May 1 through September 30, and 8:00 am to 8:00 pm or dusk (whichever is later) for the remainder of the year); Elevated Plaza: Food Service (Elevated Plaza: food service cart area operating from 11:00 am to 3:00 pm, May 1 through September 30, weather permitting); Elevated Plaza: Lighting (Elevated Plaza, Plaza (in area on Water Street that is adjacent to escalators), and in area between Elevated Plaza and Plaza where escalators are located); Elevated Plaza: Other Required (Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting); Elevated Plaza: Planting (Elevated Plaza: 363 sf of planters, 8,885 sf of hills and dunes); Elevated Plaza: Plaque/Sign (2 information plaques, 2 public space symbol plaques, 2 indicator plan plaques); Elevated Plaza: Programs (Elevated Plaza: a minimum of 12 events annually open to the public); Elevated Plaza: Retail Frontage (Elevated Plaza, Plaza: at least 2/3 devoted to consumer and service uses including restaurants and no more than 1/3 devoted to business uses such as banks and brokerage offices); Elevated Plaza: Seating (Elevated Plaza and Escalator Area: 1,207 linear feet including 155 lf of benches with backs, 146 lf of benches without backs, 88 lf of seat walls, 698 lf of amphitheater seating, and 80 movable chairs); Elevated Plaza: Tables (Elevated Plaza: 16); Elevated Plaza: Trees within Space (Elevated Plaza: 25); Plaza: Escalator (Elevated Plaza, Plaza: pair of escalators connecting Plaza to Elevated Plaza operating daily from 7:00 am to 10:00 pm May 1 through September 30, and 8:00 am to 8:00 pm or dusk (whichever is later) for the remainder of the year); Plaza: Lighting (Elevated Plaza, Plaza (in area on Water Street that is adjacent to escalators), and in area between Elevated Plaza and Plaza where escalators are located); Plaza: Planting (Plaza: 63 sf of planters; Escalator Area: 79 sf of planters); Plaza: Retail Frontage (Elevated Plaza, Plaza: at least 2/3 devoted to consumer and service uses including restaurants and no more than 1/3 devoted to business uses such as banks and brokerage offices)","Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting","Elevated Plaza: Other Permitted (20 movable tables and 80 movable chairs in northern section of Arcade and adjacent area of Plaza; tables and chairs shall be open to the public and not chained, fixed or otherwise secured during the hours of 7:00 am and 9:00 pm)",Full/Partial,40.703183,-74.009154,981712,195465
M010026,Manhattan,1,1,125,BROAD STREET,10004,"125 BROAD STREET, New York, NY 10004",5,7501,2 New York Plaza,Northeast corner of Broad and South Streets,1970,Completed,Arcade; Plaza,Sol G. Atlas and John P. McGrath,Kahn and Jacobs,Kahn and Jacobs,Arcade 3656.00 sf; Plaza 21009.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.702266,-74.010607,981309,195131
M010027,Manhattan,1,1,115,BROAD STREET,10004,"115 BROAD STREET, New York, NY 10004",5,10,4 New York Plaza,Southeast corner of Water and Broad Streets,1968,Completed,Arcade; Plaza,Sol G. Atlas and John P. McGrath,"Carson, Lundin & Shaw","Carson, Lundin & Shaw; Phillip Habib & Associates (2011 redesign)",Arcade 3124.00 sf; Plaza 7573.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: Lighting (1); Plaza: Litter Receptacles; Plaza: Planting; Plaza: Plaque/Sign; Plaza: Seating (160 LF including 40 movable chairs and 80 LF of benches); Plaza: Tables; Plaza: Trees within Space (1),,,Full/Partial,40.702777,-74.010722,981277,195317
M010028,Manhattan,1,1,85,BROAD STREET,10004,"85 BROAD STREET, New York, NY 10004",29,1,Goldman Sachs,Full blockfront on east side of Broad Street between Pearl and South William Streets,1983,Completed,Arcade; Publicly Accessible Lobby; Sidewalk Widening; Urban Plaza,Galbreath-Ruffin Corp.,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Arcade 12930.00 sf; Publicly Accessible Lobby 0.00 sf; Sidewalk Widening 3600.00 sf; Urban Plaza 9630.00 sf,Arcade: 24 Hours; Publicly Accessible Lobby: Restricted Hours (Publicly Accessible Lobby: regular business hours); Sidewalk Widening: 24 Hours; Urban Plaza: 24 Hours,"Arcade: Lighting; Publicly Accessible Lobby: Plaque/Sign (one sign at each entrance to the building stating that the public is welcome to follow the route of Stone Street through the building); Sidewalk Widening: Trees on Street (8); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles; Urban Plaza: Other Required (signage and display methods used to identify the historical significance of the site, approved by the Landmarks Preservation Commission and the City Planning Commission); Urban Plaza: Plaque/Sign (at least three signs including one installed by Heritage Trails New York in the Urban Plaza next to Stone Street specifically mentioning the historic significance and configuration of Stone Street, and one sign at each entrance to the building stating that the public is welcome to follow the route of Stone Street through the building); Urban Plaza: Retail Frontage; Urban Plaza: Seating (Urban Plaza: 312 linear feet); Urban Plaza: Trees within Space (Urban Plaza: 6)","signage and display methods used to identify the historical significance of the site, approved by the Landmarks Preservation Commission and the City Planning Commission",Arcade: Open Air Cafe (N 190005 ZCM),Full/Partial,40.703993,-74.011054,981185,195760
M010029,Manhattan,1,1,1,NEW YORK PLAZA,10004,"1 NEW YORK PLAZA, New York, NY 10004",4,7501,,"Full block bounded by Whitehall, Water, Broad, and South Streets",1967,Completed,Arcade; Plaza,,William Lescaze & Associates,William Lescaze & Associates; William Leggio Architects (for alteration in 2002),Arcade 4721.20 sf; Plaza 35264.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.702153,-74.012021,980917,195090
M010030,Manhattan,1,1,1,STATE STREET,10004,"1 STATE STREET, New York, NY 10004",9,1,1 State Street Plaza,Full blockfront on west side of Whitehall Street between State and  Pearl Streets,1970,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 731.00 sf; Plaza 8976.80 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.70276,-74.013301,980562,195311
M010031,Manhattan,1,1,17,STATE STREET,10004,"17 STATE STREET, New York, NY 10004",9,14,,Southeast corner of State and Pearl Streets,1987,Completed,Arcade; Public Exhibit Space; Sidewalk Widening; Urban Plaza,William Kaufman,Emery Roth & Sons,Emery Roth & Sons,Arcade 6198.00 sf; Public Exhibit Space 0.00 sf; Sidewalk Widening 1715.00 sf; Urban Plaza 6272.00 sf,Arcade: 24 Hours; Sidewalk Widening: 24 Hours,"Arcade: None; Public Exhibit Space: Other Required (Public Exhibit Space: archaeological exhibit space designed by Milton Glaser); Sidewalk Widening: Trees on Street (13); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (2); Urban Plaza: Planting (Urban Plaza); Urban Plaza: Plaque/Sign; Urban Plaza: Seating (Urban Plaza: 210 linear feet including 12.1 lf with backs required, 241 lf including 204 lf with backs including 28 movable chairs provided); Urban Plaza: Tables (Urban Plaza: 7); Urban Plaza: Trees within Space (Urban Plaza: 8 required, 9 provided)",Public Exhibit Space: archaeological exhibit space designed by Milton Glaser,,Full/Partial,40.702892,-74.013878,980402,195359
M010032,Manhattan,1,1,1,BATTERY PARK PLAZA,10004,"1 BATTERY PARK PLAZA, New York, NY 10004",9,29,,"Full block bounded by Whitehall Street, State Street, Pearl Street and Bridge Street",1969,Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 16337.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.703347,-74.01373,980443,195525
M010033,Manhattan,1,1,160,WATER STREET,10038,"160 WATER STREET, New York, NY 10038",70,43,,"Bounded by Water, Fletcher, and Pearl Streets",1970,Completed,Arcade; Plaza,,William Lescaze & Associates/Hausman & Rosenberg,William Lescaze & Associates/Hausman & Rosenberg,Arcade 2575.25 sf; Plaza 2962.31 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.706804,-74.005879,982620,196784
M010034,Manhattan,1,1,32,OLD SLIP,10005,"32 OLD SLIP, New York, NY 10005",35,1,Financial Square,"Full block bounded by Old Slip, Front Street, Gouverneur Lane, and South Street",1987,Completed,Arcade; Sidewalk Widening; Urban Plaza,Howard Ronson,Edward Durell Stone Associates,Edward Durell Stone Associates; Deaprtment of Parks and Recreation (for alteration of Piazza in 2004),Arcade 12004.25 sf; Sidewalk Widening 1406.00 sf; Urban Plaza 5887.00 sf,Arcade: 24 Hours; Sidewalk Widening: 24 Hours; Urban Plaza: 24 Hours,"Arcade: Lighting; Sidewalk Widening: Trees on Street (9 on South Street, 10 on Old Slip); Urban Plaza: Lighting; Urban Plaza: Litter Receptacles (Urban Plaza); Urban Plaza: Other Required (improvements to city-owned property on Old Slip to create a ""Piazza"" with 1,292.43 sf planting, 10 trees, 30 1964 World's Fair benches, 12 wood and stone backless benches, lighting, 1 fountain, a heritage trail sign featuring police museum and history, and 6 litter receptacles); Urban Plaza: Plaque/Sign (Urban Plaza); Urban Plaza: Seating (Urban Plaza: 197 linear feet including 10 lf with backs required, 240 lf including 30 lf with backs provided); Urban Plaza: Subway (improvement to subway station, including relocation and widening of stairways); Urban Plaza: Trees within Space (Urban Plaza: 6 required, 20 provided)","improvements to city-owned property on Old Slip to create a ""Piazza"" with 1,292.43 sf planting, 10 trees, 30 1964 World's Fair benches, 12 wood and stone backless benches, lighting, 1 fountain, a heritage trail sign featuring police museum and history, and 6 litter receptacles",,Full/Partial,40.703809,-74.007693,982117,195693
M010037,Manhattan,1,1,388,GREENWICH STREET,10013,"388 GREENWICH STREET, New York, NY 10013",216,1,Salomon Smith Barney,"Full block bounded by Greenwich, West, North Moore, and Hubert Streets",1986,Completed,Plaza; Public Plaza,,"Skidmore, Owings & Merrill; Kohn Pedersen Fox","Skidmore, Owings & Merrill; Kohn Pedersen Fox; Thomas Balsley (for alteration); James Corner Field Operations and Skidmore Owings & Merrill (for 2016 redesign)",Plaza 22906.00 sf; Public Plaza 22787.00 sf,Plaza: 24 Hours; Public Plaza: 24 Hours,"Plaza: Bicycle Parking (Plaza 2B: 26 Bike parking spaces (13 double sided racks); Plaza 3A: 8 spaces (4 double sided racks); Plaza 3B: 6 spaces); Plaza: Drinking Fountain (Plaza 2B: 1); Plaza: Lighting; Plaza: Litter Receptacles (Plaza 2A: 2; Plaza 2B: 4; Plaza 3A: 2; Plaza 3B: 2); Plaza: Planting (Plaza 2A: 1,382 sf; Plaza 2B: 2,606 sf; Plaza 3A: 1,190 sf; Plaza 3B: 68 sf); Plaza: Plaque/Sign (Plaza 2A: Entry Plaque; Plaza 2B: 2 Entry Plaques; Plaza 3A: 2 Entry plaques; Plaza 3B: entry and information plaques); Plaza: Retail Frontage (Plaza 3B: Greenwich street >50% of frontage to be non-bank retail use); Plaza: Seating (Plaza 2A: 252 LF of seating provided including fixed benches with and without backs, movable chairs and feature bench; Plaza 2B: 254 LF Seating provided; Plaza 3A: 130 LF Seating Provided; 3B: 60 LF seating provided); Plaza: Tables (Plaza: 18 on North Moore Street); Plaza: Trees on Street (67 required, 79 provided); Plaza: Trees within Space (Plaza 2B: 15); Public Plaza: Drinking Fountain (Public Plaza: 1); Public Plaza: Lighting (Public Plaza); Public Plaza: Litter Receptacles (Public Plaza: 8); Public Plaza: Planting (Public Plaza: 6,826 sf); Public Plaza: Plaque/Sign (Public Plaza: 3 provided (2 Entry plaques, 1 combined entry and info plaque)); Public Plaza: Seating (Public Plaza: 649 LF seating provided including movable, fixed benches with and without backs, and seating steps); Public Plaza: Trees within Space (Public Plaza: 28)",,,Full/Partial,40.720865,-74.011003,981200,201907
M010038,Manhattan,1,1,10,LIBERTY STREET,10005,"10 LIBERTY STREET, New York, NY 10005",42,22,Liberty Tower,Southeast corner of Liberty Street and William Street,2002,Completed,Pedestrian Circulation Space; Urban Plaza,,The Stephen B. Jacobs Group P.C.,Abel Bainsnson Butz,Pedestrian Circulation Space 0.00 sf; Urban Plaza 4856.00 sf,Pedestrian Circulation Space: 24 Hours; Urban Plaza: 24 Hours,"Pedestrian Circulation Space: None; Urban Plaza: Bicycle Parking (1 bike rack provided); Urban Plaza: Drinking Fountain (1 provided); Urban Plaza: Lighting (minimum 2 foot candles); Urban Plaza: Litter Receptacles (4 cubic feet required (1 cf for kiosk), 4 cf (2 litter receptacles) provided); Urban Plaza: Planting (568.6 sf); Urban Plaza: Plaque/Sign (2 entry plaques, 1 information plaque); Urban Plaza: Retail Frontage (56' 2' required, 67' 6"" provided); Urban Plaza: Seating (121.4 linear feet required, 128 lf including 32 movable chairs, 7 benches with backs, and 4 benches without backs provided); Urban Plaza: Tables (8 provided); Urban Plaza: Trees on Street (8 on street and 4 in Urban Plaza provided); Urban Plaza: Trees within Space (8 required, 14 provided including 2 that satisfy ""Trees on Street"" requirement); Urban Plaza: Water Feature (fountain with spray jets provided)",,,Full/Partial,40.707363,-74.008195,981978,196988
M010040,Manhattan,1,1,59,MAIDEN LANE,10038,"59 MAIDEN LANE, New York, NY 10038",67,1,,North corner of Maiden Lane and William Street,1965,Completed,Arcade; Plaza,The Home Insurance Company,Alfred Easton Poor Architects,Alfred Easton Poor Architects; Kohn Pedersen Fox (for alteration),Arcade 4904.00 sf; Plaza 27700.87 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.708659,-74.007982,982037,197460
M010041,Manhattan,1,1,175,WATER STREET,10038,"175 WATER STREET, New York, NY 10038",71,7501,,"Full block bounded by Water, John, Front, and Fletcher Streets",1984,Completed,Open Pedestrian Area; Special Permit Arcade,Howard Ronson,Fox & Fowle Architects,Fox & Fowle Architects,Open Pedestrian Area 0.00 sf; Special Permit Arcade 0.00 sf,Open Pedestrian Area: 24 Hours; Special Permit Arcade: 24 Hours,"Open Pedestrian Area: Other Required (paving Front and Fletcher Streets in a manner consistent with South Street Seaport area); Open Pedestrian Area: Planting (Open Pedestrian Area: landscaped along Water Street); Open Pedestrian Area: Retail Frontage (Open Pedestrian Area, Special Permit Arcade); Open Pedestrian Area: Trees within Space (Open Pedestrian Area: 10); Special Permit Arcade: Retail Frontage (Open Pedestrian Area, Special Permit Arcade)",paving Front and Fletcher Streets in a manner consistent with South Street Seaport area,,Full/Partial,40.706362,-74.005129,982828,196623
M010042,Manhattan,1,1,17,BATTERY PLACE,10004,"17 BATTERY PLACE, New York, NY 10004",15,7501,,Full blockfront on north side of Battery Plaza between Western Union International Plaza and West Street,1972,Completed,Arcade; Plaza,,Morris Lapidus,Morris Lapidus,Arcade 6472.00 sf; Plaza 11534.37 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.7056,-74.015837,979859,196346
M010043,Manhattan,1,1,40,RECTOR STREET,10006,"40 RECTOR STREET, New York, NY 10006",55,7501,,North side of Rector Street between Washington and West Streets,1971,Completed,Plaza,,Warren & Wetmore/Russell M. Boak and Joseph Schafren,Warren & Wetmore/Russell M. Boak and Joseph Schafren,Plaza 1420.31 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.708631,-74.014659,980186,197450
